"DSO (K)","1552.8797828720697","2026-06-06","1992-09-13","-5.081021137275229","Klundert","114.3511355518874","0.058310573494441555","15.126841273863148"
"Elko","1545.1115971788715","2026-06-06","1970-09-06","118.45425293088897","Elim","122.00426177584824","0.05748818673927568","25.341466131499807"
"RODA (W)","1544.4684224439336","2026-06-06","1918-05-19","-117.2065796961806","Westzaan","124.47675181080015","0.05545065624574159","14.878257202666443"
"Phoenix (Z)","1542.7765792285702","2026-06-06","1922-10-22","-189.74938436762432","Zoetermeer","119.17133606128421","0.055846761604596395","16.26511451465172"
"Quick '21 / Vlug en Vaardig (G)","1536.4166275831155","2026-06-06","2019-09-07","-158.91478293670025","Oudega/Garyp","114.6217836674833","0.056313322933679556","17.834807136394794"
"ROG","1521.13081711805","2026-06-06","1961-01-29","-0.4946895631742336","Groningen","118.71329694526666","0.0568475599347572","17.481498410028433"
"ADO","1516.7530096231915","2026-06-06","1970-08-30","-27.09453477566217","'s-Gravendeel","117.2807678392956","0.05648296362280287","13.657111049356372"
"Zwaluwen (Ze)","1507.4788525080871","2026-06-06","1941-10-05","-258.99073976770774","Zevenaar","122.57290388924785","0.058163298925036244","17.004120395705087"
"Apollo","1504.727276161776","2026-06-06","1975-11-23","87.87954852280745","Heerhugowaard","114.99899415641538","0.05762185035503356","13.766743994036863"
"DWS (K)","1498.0330337689027","2026-06-06","1986-09-07","108.05116609210813","Kootwijkerbroek","117.59843523207503","0.058304823622386495","12.863059599740666"
"Thrianta","1495.158706503288","2026-06-06","1970-08-30","-11.249507987443167","Hoogeveen","113.42508619034089","0.05671026194791558","18.22022352026951"
"OZC","1494.982652294198","2026-06-06","1997-09-06","-10.485430598939502","Rotterdam","121.3113144492982","0.05533111245256528","17.392664958751915"
"HBC (Be)","1490.4362483562802","2026-06-06","2009-09-06","47.37355747454217","Beverwijk","121.25005824496098","0.057688247425594925","13.470352549143714"
"Emmeloord","1490.221338430611","2026-06-06","1952-09-28","40.059142969738105","Emmeloord","115.02651188810064","0.05738775799717632","16.2795336938419"
"Luno","1479.3803304499636","2026-06-06","1970-09-06","-46.451663298945505","Linschoten","113.30319717373355","0.05841529919481973","12.858883801652263"
"ODO (M)","1478.6601222717127","2026-06-06","1970-09-06","-157.60270733470543","Maasland","112.09837154670822","0.056608186730672416","12.482468744505459"
"Twist","1477.992274196228","2026-06-06","2014-09-06","-43.839519568377455","Vlaardingen","119.50105984930524","0.056894171617409395","13.956361786485694"
"Dijkvogels","1477.7705163649591","2026-06-06","1970-11-29","-13.45257602404672","Maasdijk","116.89124530129811","0.057132847615243496","12.776117855849016"
"VDDO","1471.539364573982","2026-06-06","2021-09-11","-72.71515862539309","Haule","116.01771588782314","0.057052673254594004","15.640055689804461"
"Madjoe","1466.6410476499595","2026-05-30","1966-09-11","34.529342907345836","Rijnsburg","111.561686981607","0.05753966810639502","15.262289368065884"
"Wolderwijd","1458.9420210684593","2026-06-06","1993-12-18","23.320515475258617","Zeewolde","124.53248516062826","0.058728178952560564","15.608391899362747"
"Spannum","1457.5158911418382","2026-06-06","1954-06-27","-11.436744137545702","Spannum","112.01807637273478","0.05776866057059093","14.843077295940235"
"KVK","1456.1361441336387","2026-06-06","1980-11-30","-69.09928440342128","Kapelle","117.66263330791749","0.058682317562942746","15.99963189369961"
"Keizer Karel","1455.9107293432637","2026-06-06","1967-09-17","41.904599833686234","Nijmegen","116.3397785494552","0.05722230979964942","18.50108704186218"
"Oranje Zwart","1453.1765371651684","2026-06-06","1928-09-30","-39.830314639812286","Zwolle","120.9334870226379","0.05657547056319866","19.90297600970224"
"Zwart Wit","1448.3544103394847","2026-06-02","1922-10-07","-1.3701029693240798","Delden","116.84157650011251","0.05719753510255678","15.758933580620448"
"HKC (U)","1446.0552200102654","2026-06-06","1970-08-30","-46.70771149253437","Utrecht","117.41738672292888","0.05714326839921627","17.989360444099116"
"Badhoevedorp","1438.280882196236","2026-06-06","1967-11-16","3.177225078434958","Badhoevedorp","114.1717976722472","0.057552449762671334","12.792859789587098"
"SDO (S)","1436.9861284092467","2026-06-06","1935-04-14","126.54719708773496","Schoonoord","117.37233432478953","0.05721959328259266","21.072366322273968"
"Rapid (H)","1435.1820792229591","2026-06-06","1970-09-06","-77.89022241281714","Haarlem","116.16493194123777","0.058068208139049206","13.541767610006275"
"Blauw Wit (K)","1434.6381967554003","2026-06-06","1954-04-18","-45.536001608486686","Kloetinge","119.04574127427868","0.05736513063487635","15.678100167315261"
"Achilles (A) / AKC","1432.801774466155","2026-06-06","2024-09-07","18.881369253235107","Almelo","119.13828970026566","0.055912553673412496","14.437994504336835"
"GKV","1429.1976303949284","2026-06-06","1922-10-08","-115.02938420571468","Den Haag","113.02071551352257","0.05587222211879562","19.6659113389553"
"WION","1428.9268823282478","2026-06-06","1935-10-20","-45.09967494811576","Rotterdam","119.41662532872255","0.05645041601490992","16.6978328511352"
"Zaamslag","1427.92171448931","2026-06-06","1970-03-01","-12.430556540317184","Zaamslag","123.45684882204057","0.058429748308905495","20.99192830410956"
