2023-09-30,Blauw Wit (K),Seolto,15,8
2023-09-30,Lintjo,DWA / Argo,13,18
2023-09-30,Olympia (T),Elko,16,11
2023-09-30,SIOS / Leonidas,Spannum,9,15
2023-09-30,De Hoeve,Sparta (Ze),11,18
2023-09-30,Pallas '08,Emmeloord,14,17
2023-09-30,Leeuwarden,De Pein,19,19
2023-09-30,Regio '72,AKC (Al),18,24
2023-09-30,SDO (W),Olympia '22,16,11
2023-09-30,Keizer Karel,Kesteren,14,14
2023-09-30,Arena,EKCA,15,16
2023-09-30,RDZ,Koveni,17,16
2023-09-30,VIKO,Revival,11,14
2023-09-30,Huizen,Wolderwijd,16,10
2023-09-30,Aurora,EKVA,9,14
2023-09-30,DTS (E),Helios,21,8
2023-09-30,OKV,HBC (Be),9,5
2023-09-30,GKV,Madjoe,16,12
2023-09-30,Dijkvogels,Fluks (N),11,10
2023-09-30,Gemini,'t Capproen,12,10
2023-09-30,Thor (R),Ventura Sport,25,13
2023-09-30,Luctor,KVK,17,22
2023-09-30,DSO (K),Good Luck,19,11
2023-09-30,Attila,DKB,15,14
2023-09-30,Ready '60,NKV,16,11
2023-09-30,NKC (No),Zunobri,14,14
2023-09-30,Noveas,SDO (S),17,18
2023-09-30,Vitesse (Be),Stadskanaal '74,9,14
2023-09-30,Veenwouden,MN en W,3,8
2023-09-30,WIK '34,NQL,20,7
2023-09-30,DTG,De Waterpoort,24,14
2023-09-30,Westergo,Harich,13,15
2023-09-30,Vakgericht,Ons Clubje,10,10
2023-09-30,TOP (V),KIOS '45,13,11
2023-09-30,SkunK,Wesstar,19,10
2023-09-30,Hebbes,Triaz,22,12
